,invoice_id,branch,city,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,revenue,net_profit,region
5305,5306,WALM057,Euless,Fashion accessories,16.0,1.0,2021-11-11,1900-01-01 18:19:00,Credit card,7.0,0.33,16.0,5.28,DFW Metroplex
5306,5307,WALM048,Harlingen,Home and lifestyle,82.0,2.0,2022-11-23,1900-01-01 19:21:00,Credit card,3.0,0.48,164.0,78.72,South Texas
5307,5308,WALM017,McKinney,Fashion accessories,18.0,1.0,2022-11-23,1900-01-01 18:31:00,Credit card,6.0,0.48,18.0,8.64,DFW Metroplex
5308,5309,WALM045,Missouri City,Home and lifestyle,23.0,1.0,2023-12-17,1900-01-01 16:20:00,Credit card,5.0,0.48,23.0,11.04,Greater Houston
5309,5310,WALM067,Haltom City,Fashion accessories,79.0,2.0,2023-01-12,1900-01-01 17:09:00,Credit card,3.0,0.33,158.0,52.14,DFW Metroplex
5310,5311,WALM048,Harlingen,Home and lifestyle,40.0,1.0,2021-11-11,1900-01-01 18:59:00,Credit card,5.0,0.48,40.0,19.2,South Texas
5311,5312,WALM098,Mineral Wells,Fashion accessories,71.0,1.0,2020-11-12,1900-01-01 15:09:00,Credit card,4.0,0.18,71.0,12.78,Central Texas
5312,5313,WALM037,League City,Home and lifestyle,79.0,1.0,2022-11-26,1900-01-01 18:23:00,Credit card,6.0,0.48,79.0,37.92,Greater Houston
5313,5314,WALM100,Canyon,Fashion accessories,25.0,2.0,2023-11-15,1900-01-01 17:04:00,Credit card,5.0,0.18,50.0,9.0,West Texas
5314,5315,WALM001,Houston,Home and lifestyle,22.0,2.0,2023-08-12,1900-01-01 15:17:00,Credit card,5.0,0.36,44.0,15.84,Greater Houston
5315,5316,WALM060,DeSoto,Fashion accessories,34.0,3.0,2023-11-15,1900-01-01 20:17:00,Credit card,6.0,0.33,102.0,33.66,DFW Metroplex
5316,5317,WALM053,Conroe,Home and lifestyle,15.0,2.0,2023-12-26,1900-01-01 15:12:00,Credit card,3.0,0.57,30.0,17.1,Greater Houston
5317,5318,WALM048,Harlingen,Fashion accessories,56.0,2.0,2020-07-11,1900-01-01 17:19:00,Credit card,5.0,0.48,112.0,53.76,South Texas
5318,5319,WALM036,Allen,Home and lifestyle,60.0,1.0,2022-02-12,1900-01-01 19:21:00,Credit card,4.0,0.48,60.0,28.8,DFW Metroplex
5319,5320,WALM030,Richardson,Fashion accessories,71.0,1.0,2021-12-11,1900-01-01 16:02:00,Credit card,5.0,0.48,71.0,34.08,DFW Metroplex
5320,5321,WALM026,Denton,Home and lifestyle,81.0,1.0,2022-10-12,1900-01-01 18:35:00,Credit card,3.0,0.48,81.0,38.88,DFW Metroplex
5321,5322,WALM090,Brownwood,Fashion accessories,28.0,2.0,2020-12-22,1900-01-01 20:16:00,Credit card,6.0,0.33,56.0,18.48,
5322,5323,WALM042,Bryan,Home and lifestyle,81.0,1.0,2023-11-23,1900-01-01 19:31:00,Credit card,4.0,0.48,81.0,38.88,Central Texas
5323,5324,WALM064,Bedford,Fashion accessories,15.0,1.0,2020-09-11,1900-01-01 18:13:00,Credit card,4.0,0.33,15.0,4.95,DFW Metroplex
5324,5325,WALM045,Missouri City,Home and lifestyle,31.0,3.0,2020-12-29,1900-01-01 16:20:00,Credit card,5.0,0.48,93.0,44.64,Greater Houston
5325,5326,WALM043,Baytown,Fashion accessories,41.0,2.0,2022-12-18,1900-01-01 17:23:00,Credit card,7.0,0.48,82.0,39.36,Greater Houston
5326,5327,WALM045,Missouri City,Home and lifestyle,20.0,1.0,2021-12-18,1900-01-01 15:51:00,Credit card,5.0,0.48,20.0,9.6,Greater Houston
5327,5328,WALM058,Port Arthur,Fashion accessories,51.0,3.0,2020-12-13,1900-01-01 16:14:00,Credit card,7.0,0.33,153.0,50.49,Greater Houston
5328,5329,WALM024,Carrollton,Home and lifestyle,63.0,2.0,2020-12-29,1900-01-01 15:55:00,Credit card,5.0,0.48,126.0,60.48,DFW Metroplex
5329,5330,WALM028,Odessa,Fashion accessories,59.0,2.0,2021-12-28,1900-01-01 19:46:00,Credit card,7.0,0.48,118.0,56.64,West Texas
5330,5331,WALM028,Odessa,Home and lifestyle,75.0,3.0,2023-11-16,1900-01-01 18:17:00,Credit card,3.0,0.48,225.0,108.0,West Texas
5331,5332,WALM049,North Richland Hills,Fashion accessories,71.0,3.0,2021-12-14,1900-01-01 17:59:00,Credit card,3.0,0.48,213.0,102.24,DFW Metroplex
5332,5333,WALM037,League City,Home and lifestyle,79.0,2.0,2020-12-12,1900-01-01 17:32:00,Credit card,4.0,0.48,158.0,75.84,Greater Houston
5333,5334,WALM061,Cedar Park,Fashion accessories,60.0,2.0,2023-11-24,1900-01-01 15:32:00,Credit card,5.0,0.33,120.0,39.6,Central Texas
5334,5335,WALM062,Galveston,Home and lifestyle,85.0,3.0,2022-08-11,1900-01-01 17:26:00,Credit card,7.0,0.33,255.0,84.15,Greater Houston
5335,5336,WALM023,Midland,Fashion accessories,31.0,1.0,2023-07-12,1900-01-01 15:40:00,Credit card,6.0,0.48,31.0,14.88,West Texas
5336,5337,WALM033,Pearland,Home and lifestyle,61.0,1.0,2023-11-29,1900-01-01 20:18:00,Credit card,3.0,0.48,61.0,29.28,Greater Houston
5337,5338,WALM021,McAllen,Fashion accessories,28.0,1.0,2022-11-24,1900-01-01 19:22:00,Credit card,6.0,0.48,28.0,13.44,South Texas
5338,5339,WALM096,Eagle Pass,Home and lifestyle,54.0,1.0,2022-12-26,1900-01-01 15:17:00,Credit card,4.0,0.18,54.0,9.72,South Texas
5339,5340,WALM006,El Paso,Fashion accessories,57.0,2.0,2020-10-11,1900-01-01 15:58:00,Credit card,6.0,0.48,114.0,54.72,Far West Texas
5340,5341,WALM094,Alamo,Home and lifestyle,36.0,2.0,2021-12-29,1900-01-01 19:22:00,Credit card,4.0,0.33,72.0,23.76,South Texas
5341,5342,WALM070,Hurst,Fashion accessories,83.0,2.0,2023-12-22,1900-01-01 17:22:00,Credit card,5.0,0.33,166.0,54.78,DFW Metroplex
5342,5343,WALM063,Georgetown,Home and lifestyle,42.0,1.0,2020-04-11,1900-01-01 19:46:00,Credit card,5.0,0.33,42.0,13.86,Central Texas
5343,5344,WALM013,Irving,Fashion accessories,53.0,2.0,2020-02-12,1900-01-01 15:39:00,Credit card,3.0,0.48,106.0,50.88,DFW Metroplex
5344,5345,WALM012,Garland,Home and lifestyle,27.0,3.0,2023-12-17,1900-01-01 20:47:00,Credit card,7.0,0.48,81.0,38.88,DFW Metroplex
5345,5346,WALM039,Longview,Fashion accessories,43.0,2.0,2021-08-12,1900-01-01 20:46:00,Credit card,5.0,0.48,86.0,41.28,East Texas
5346,5347,WALM066,Grapevine,Home and lifestyle,57.0,2.0,2020-11-25,1900-01-01 20:18:00,Credit card,3.0,0.33,114.0,37.62,DFW Metroplex
5347,5348,WALM019,Pasadena,Fashion accessories,63.0,3.0,2021-10-12,1900-01-01 16:50:00,Credit card,4.0,0.48,189.0,90.72,Greater Houston
5348,5349,WALM066,Grapevine,Home and lifestyle,18.0,3.0,2022-05-11,1900-01-01 16:22:00,Credit card,6.0,0.33,54.0,17.82,DFW Metroplex
5349,5350,WALM028,Odessa,Fashion accessories,62.0,2.0,2023-12-16,1900-01-01 20:10:00,Credit card,6.0,0.48,124.0,59.52,West Texas
5350,5351,WALM088,Cleburne,Home and lifestyle,20.0,2.0,2022-11-28,1900-01-01 16:08:00,Credit card,3.0,0.33,40.0,13.2,DFW Metroplex
5351,5352,WALM048,Harlingen,Fashion accessories,53.0,2.0,2022-07-11,1900-01-01 18:34:00,Credit card,5.0,0.48,106.0,50.88,South Texas
5352,5353,WALM092,Lake Jackson,Home and lifestyle,73.0,1.0,2021-11-27,1900-01-01 15:19:00,Credit card,6.0,0.33,73.0,24.09,Greater Houston
5353,5354,WALM002,Dallas,Fashion accessories,84.0,3.0,2022-02-12,1900-01-01 20:50:00,Credit card,5.0,0.36,252.0,90.72,DFW Metroplex
5354,5355,WALM009,Plano,Home and lifestyle,82.0,3.0,2021-11-12,1900-01-01 16:42:00,Credit card,5.0,0.48,246.0,118.08,DFW Metroplex
5355,5356,WALM012,Garland,Fashion accessories,29.0,2.0,2023-02-12,1900-01-01 19:34:00,Credit card,3.0,0.48,58.0,27.84,DFW Metroplex
5356,5357,WALM053,Conroe,Home and lifestyle,71.0,2.0,2022-12-29,1900-01-01 20:13:00,Credit card,4.0,0.57,142.0,80.94,Greater Houston
5357,5358,WALM067,Haltom City,Fashion accessories,55.0,2.0,2021-07-12,1900-01-01 16:56:00,Credit card,7.0,0.33,110.0,36.3,DFW Metroplex
5358,5359,WALM098,Mineral Wells,Home and lifestyle,33.0,2.0,2020-12-28,1900-01-01 16:13:00,Credit card,4.0,0.18,66.0,11.88,Central Texas
5359,5360,WALM041,Mission,Fashion accessories,50.0,2.0,2020-12-18,1900-01-01 20:05:00,Ewallet,6.0,0.48,100.0,48.0,South Texas
5360,5361,WALM096,Eagle Pass,Home and lifestyle,44.0,1.0,2021-12-14,1900-01-01 20:23:00,Credit card,6.0,0.18,44.0,7.92,South Texas
5361,5362,WALM053,Conroe,Fashion accessories,61.0,2.0,2022-02-11,1900-01-01 15:50:00,Credit card,5.0,0.21,122.0,25.62,Greater Houston
5362,5363,WALM042,Bryan,Home and lifestyle,23.0,2.0,2022-11-18,1900-01-01 17:21:00,Credit card,4.0,0.48,46.0,22.08,Central Texas
5363,5364,WALM080,Nacogdoches,Fashion accessories,62.0,1.0,2020-12-18,1900-01-01 17:23:00,Credit card,5.0,0.33,62.0,20.46,East Texas
5364,5365,WALM011,Lubbock,Home and lifestyle,80.0,3.0,2023-12-11,1900-01-01 18:49:00,Credit card,6.0,0.48,240.0,115.2,West Texas
5365,5366,WALM010,Laredo,Fashion accessories,48.0,2.0,2023-11-18,1900-01-01 20:55:00,Credit card,7.0,0.48,96.0,46.08,South Texas
5366,5367,WALM017,McKinney,Home and lifestyle,45.0,3.0,2020-12-11,1900-01-01 19:20:00,Credit card,5.0,0.48,135.0,64.8,DFW Metroplex
5367,5368,WALM018,Frisco,Fashion accessories,60.0,2.0,2020-06-12,1900-01-01 16:46:00,Credit card,6.0,0.48,120.0,57.6,DFW Metroplex
5368,5369,WALM037,League City,Home and lifestyle,51.0,3.0,2021-12-30,1900-01-01 19:30:00,Credit card,4.0,0.48,153.0,73.44,Greater Houston
5369,5370,WALM062,Galveston,Fashion accessories,31.0,1.0,2021-12-28,1900-01-01 17:18:00,Credit card,5.0,0.33,31.0,10.23,Greater Houston
5370,5371,WALM009,Plano,Home and lifestyle,51.0,1.0,2023-11-27,1900-01-01 20:11:00,Credit card,7.0,0.48,51.0,24.48,DFW Metroplex
5371,5372,WALM019,Pasadena,Fashion accessories,37.0,1.0,2023-11-15,1900-01-01 15:03:00,Credit card,7.0,0.48,37.0,17.76,Greater Houston
5372,5373,WALM040,Edinburg,Home and lifestyle,70.0,1.0,2023-04-11,1900-01-01 19:33:00,Credit card,6.0,0.48,70.0,33.6,
5373,5374,WALM033,Pearland,Fashion accessories,21.0,1.0,2021-01-11,1900-01-01 20:31:00,Credit card,4.0,0.48,21.0,10.08,Greater Houston
5374,5375,WALM058,Port Arthur,Home and lifestyle,63.0,3.0,2023-02-12,1900-01-01 15:36:00,Credit card,7.0,0.33,189.0,62.37,Greater Houston
5375,5376,WALM062,Galveston,Fashion accessories,45.0,2.0,2020-11-26,1900-01-01 20:47:00,Credit card,7.0,0.33,90.0,29.7,Greater Houston
5376,5377,WALM078,Del Rio,Home and lifestyle,46.0,1.0,2023-11-18,1900-01-01 17:57:00,Credit card,6.0,0.33,46.0,15.18,South Texas
5377,5378,WALM007,Arlington,Fashion accessories,57.0,3.0,2021-11-16,1900-01-01 20:04:00,Credit card,3.0,0.48,171.0,82.08,DFW Metroplex
5378,5379,WALM041,Mission,Home and lifestyle,69.0,1.0,2023-12-13,1900-01-01 16:18:00,Ewallet,4.0,0.48,69.0,33.12,South Texas
5379,5380,WALM059,Pflugerville,Fashion accessories,44.0,1.0,2022-03-11,1900-01-01 17:00:00,Credit card,3.0,0.33,44.0,14.52,Central Texas
5380,5381,WALM019,Pasadena,Home and lifestyle,82.0,3.0,2023-12-21,1900-01-01 16:32:00,Credit card,6.0,0.48,246.0,118.08,Greater Houston
5381,5382,WALM004,Austin,Fashion accessories,20.0,3.0,2020-11-11,1900-01-01 16:02:00,Credit card,7.0,0.48,60.0,28.8,Central Texas
5382,5383,WALM047,Flower Mound,Home and lifestyle,82.0,2.0,2021-12-30,1900-01-01 17:30:00,Credit card,6.0,0.48,164.0,78.72,DFW Metroplex
5383,5384,WALM071,Lufkin,Fashion accessories,54.0,3.0,2021-11-16,1900-01-01 19:45:00,Credit card,3.0,0.33,162.0,53.46,East Texas
5384,5385,WALM098,Mineral Wells,Home and lifestyle,57.0,2.0,2021-12-16,1900-01-01 18:59:00,Credit card,5.0,0.18,114.0,20.52,Central Texas
5385,5386,WALM083,Farmers Branch,Fashion accessories,25.0,3.0,2023-12-29,1900-01-01 19:15:00,Credit card,3.0,0.33,75.0,24.75,DFW Metroplex
5386,5387,WALM042,Bryan,Home and lifestyle,27.0,3.0,2020-12-20,1900-01-01 18:30:00,Credit card,4.0,0.48,81.0,38.88,Central Texas
5387,5388,WALM042,Bryan,Fashion accessories,65.0,3.0,2022-08-12,1900-01-01 15:16:00,Credit card,5.0,0.48,195.0,93.6,Central Texas
5388,5389,WALM072,Lancaster,Home and lifestyle,29.0,1.0,2020-12-12,1900-01-01 17:06:00,Credit card,5.0,0.33,29.0,9.57,DFW Metroplex
5389,5390,WALM051,New Braunfels,Fashion accessories,81.0,3.0,2022-11-19,1900-01-01 19:48:00,Credit card,6.0,0.57,243.0,138.51,Central Texas
5390,5391,WALM095,Big Spring,Home and lifestyle,39.0,3.0,2023-03-11,1900-01-01 18:14:00,Credit card,6.0,0.33,117.0,38.61,West Texas
5391,5392,WALM030,Richardson,Fashion accessories,70.0,2.0,2021-11-11,1900-01-01 17:58:00,Credit card,7.0,0.48,140.0,67.2,DFW Metroplex
5392,5393,WALM018,Frisco,Home and lifestyle,57.0,2.0,2021-11-25,1900-01-01 15:18:00,Credit card,6.0,0.48,114.0,54.72,DFW Metroplex
5393,5394,WALM036,Allen,Fashion accessories,25.0,3.0,2022-12-26,1900-01-01 20:55:00,Credit card,5.0,0.48,75.0,36.0,DFW Metroplex
5394,5395,WALM090,Brownwood,Home and lifestyle,69.0,3.0,2021-05-11,1900-01-01 16:47:00,Credit card,6.0,0.33,207.0,68.31,
5395,5396,WALM008,Corpus Christi,Fashion accessories,37.0,3.0,2023-12-31,1900-01-01 15:30:00,Credit card,7.0,0.48,111.0,53.28,
5396,5397,WALM067,Haltom City,Home and lifestyle,19.0,3.0,2023-11-16,1900-01-01 17:15:00,Credit card,5.0,0.33,57.0,18.81,DFW Metroplex
5397,5398,WALM021,McAllen,Fashion accessories,15.0,3.0,2023-11-13,1900-01-01 15:10:00,Credit card,5.0,0.48,45.0,21.6,South Texas
5398,5399,WALM085,Kerrville,Home and lifestyle,56.0,2.0,2023-05-12,1900-01-01 20:41:00,Credit card,4.0,0.33,112.0,36.96,Central Texas
5399,5400,WALM067,Haltom City,Fashion accessories,84.0,3.0,2023-05-12,1900-01-01 16:28:00,Credit card,3.0,0.33,252.0,83.16,DFW Metroplex
5400,5401,WALM051,New Braunfels,Home and lifestyle,62.0,1.0,2023-12-23,1900-01-01 15:38:00,Credit card,3.0,0.48,62.0,29.76,Central Texas
5401,5402,WALM091,Little Elm,Fashion accessories,78.0,3.0,2023-11-11,1900-01-01 20:42:00,Credit card,7.0,0.33,234.0,77.22,DFW Metroplex
5402,5403,WALM057,Euless,Home and lifestyle,81.0,2.0,2023-05-11,1900-01-01 18:57:00,Credit card,7.0,0.33,162.0,53.46,DFW Metroplex
5403,5404,WALM051,New Braunfels,Fashion accessories,37.0,1.0,2022-08-12,1900-01-01 20:40:00,Credit card,3.0,0.57,37.0,21.09,Central Texas
5404,5405,WALM080,Nacogdoches,Home and lifestyle,42.0,1.0,2022-12-22,1900-01-01 20:35:00,Credit card,4.0,0.33,42.0,13.86,East Texas
5405,5406,WALM020,Killeen,Fashion accessories,30.0,2.0,2022-05-11,1900-01-01 16:40:00,Credit card,5.0,0.48,60.0,28.8,Central Texas
5406,5407,WALM070,Hurst,Home and lifestyle,43.0,1.0,2023-08-12,1900-01-01 20:53:00,Credit card,4.0,0.33,43.0,14.19,DFW Metroplex
5407,5408,WALM013,Irving,Fashion accessories,29.0,2.0,2021-12-27,1900-01-01 17:49:00,Credit card,3.0,0.48,58.0,27.84,DFW Metroplex
5408,5409,WALM037,League City,Home and lifestyle,40.0,1.0,2021-11-12,1900-01-01 15:42:00,Credit card,7.0,0.48,40.0,19.2,Greater Houston
5409,5410,WALM080,Nacogdoches,Fashion accessories,67.0,2.0,2021-12-27,1900-01-01 16:09:00,Credit card,5.0,0.33,134.0,44.22,East Texas
5410,5411,WALM071,Lufkin,Home and lifestyle,59.0,1.0,2021-12-24,1900-01-01 20:57:00,Credit card,7.0,0.33,59.0,19.47,East Texas
5411,5412,WALM040,Edinburg,Fashion accessories,66.0,1.0,2020-06-11,1900-01-01 19:14:00,Credit card,7.0,0.48,66.0,31.68,
5412,5413,WALM048,Harlingen,Home and lifestyle,48.0,3.0,2022-03-11,1900-01-01 18:39:00,Credit card,5.0,0.48,144.0,69.12,South Texas
5413,5414,WALM047,Flower Mound,Fashion accessories,42.0,2.0,2022-12-31,1900-01-01 16:06:00,Credit card,5.0,0.48,84.0,40.32,DFW Metroplex
5414,5415,WALM060,DeSoto,Home and lifestyle,24.0,2.0,2023-11-26,1900-01-01 15:40:00,Credit card,3.0,0.33,48.0,15.84,DFW Metroplex
5415,5416,WALM002,Dallas,Fashion accessories,64.0,3.0,2021-12-28,1900-01-01 15:44:00,Credit card,4.0,0.36,192.0,69.12,DFW Metroplex
5416,5417,WALM014,Amarillo,Home and lifestyle,64.0,2.0,2023-04-12,1900-01-01 19:23:00,Credit card,3.0,0.48,128.0,61.44,West Texas
5417,5418,WALM067,Haltom City,Fashion accessories,75.0,1.0,2022-12-22,1900-01-01 19:42:00,Credit card,7.0,0.33,75.0,24.75,DFW Metroplex
5418,5419,WALM026,Denton,Home and lifestyle,46.0,2.0,2022-05-12,1900-01-01 15:02:00,Credit card,4.0,0.48,92.0,44.16,DFW Metroplex
5419,5420,WALM057,Euless,Fashion accessories,50.0,3.0,2022-11-23,1900-01-01 18:49:00,Credit card,3.0,0.33,150.0,49.5,DFW Metroplex
5420,5421,WALM036,Allen,Home and lifestyle,49.0,2.0,2022-01-12,1900-01-01 19:31:00,Credit card,7.0,0.48,98.0,47.04,DFW Metroplex
5421,5422,WALM008,Corpus Christi,Fashion accessories,82.0,3.0,2023-12-29,1900-01-01 18:00:00,Credit card,3.0,0.48,246.0,118.08,
5422,5423,WALM062,Galveston,Home and lifestyle,63.0,3.0,2022-06-12,1900-01-01 17:18:00,Credit card,3.0,0.33,189.0,62.37,Greater Houston
5423,5424,WALM005,Fort Worth,Fashion accessories,39.0,3.0,2021-10-12,1900-01-01 19:41:00,Credit card,3.0,0.48,117.0,56.16,DFW Metroplex
5424,5425,WALM016,Brownsville,Home and lifestyle,46.0,3.0,2020-12-29,1900-01-01 19:10:00,Credit card,3.0,0.48,138.0,66.24,South Texas
5425,5426,WALM012,Garland,Fashion accessories,17.0,3.0,2021-08-11,1900-01-01 19:26:00,Credit card,7.0,0.48,51.0,24.48,DFW Metroplex
5426,5427,WALM048,Harlingen,Home and lifestyle,58.0,1.0,2020-01-11,1900-01-01 16:17:00,Credit card,4.0,0.48,58.0,27.84,South Texas
5427,5428,WALM062,Galveston,Fashion accessories,65.0,3.0,2020-12-29,1900-01-01 17:46:00,Credit card,5.0,0.33,195.0,64.35,Greater Houston
5428,5429,WALM090,Brownwood,Home and lifestyle,60.0,1.0,2023-11-18,1900-01-01 18:59:00,Credit card,4.0,0.33,60.0,19.8,
5429,5430,WALM030,Richardson,Fashion accessories,49.0,2.0,2022-12-26,1900-01-01 20:41:00,Credit card,7.0,0.48,98.0,47.04,DFW Metroplex
5430,5431,WALM030,Richardson,Home and lifestyle,31.0,3.0,2020-06-11,1900-01-01 17:25:00,Credit card,6.0,0.48,93.0,44.64,DFW Metroplex
5431,5432,WALM012,Garland,Fashion accessories,21.0,1.0,2020-11-29,1900-01-01 18:56:00,Credit card,5.0,0.48,21.0,10.08,DFW Metroplex
5432,5433,WALM027,Abilene,Home and lifestyle,28.0,3.0,2021-12-17,1900-01-01 17:33:00,Credit card,7.0,0.48,84.0,40.32,West Texas
5433,5434,WALM097,Alice,Fashion accessories,28.0,3.0,2022-12-27,1900-01-01 20:19:00,Credit card,7.0,0.18,84.0,15.12,South Texas
5434,5435,WALM090,Brownwood,Home and lifestyle,28.0,3.0,2020-11-18,1900-01-01 18:23:00,Credit card,4.0,0.33,84.0,27.72,
5435,5436,WALM024,Carrollton,Fashion accessories,29.0,1.0,2022-11-13,1900-01-01 17:27:00,Credit card,3.0,0.48,29.0,13.92,DFW Metroplex
5436,5437,WALM008,Corpus Christi,Home and lifestyle,72.0,1.0,2020-11-26,1900-01-01 15:16:00,Credit card,7.0,0.48,72.0,34.56,
5437,5438,WALM044,Pharr,Fashion accessories,57.0,1.0,2022-12-14,1900-01-01 19:15:00,Credit card,4.0,0.48,57.0,27.36,South Texas
5438,5439,WALM030,Richardson,Home and lifestyle,78.0,1.0,2021-08-12,1900-01-01 17:57:00,Credit card,3.0,0.48,78.0,37.44,DFW Metroplex
5439,5440,WALM022,Mesquite,Fashion accessories,47.0,3.0,2023-06-11,1900-01-01 15:06:00,Credit card,6.0,0.48,141.0,67.68,DFW Metroplex
5440,5441,WALM019,Pasadena,Home and lifestyle,19.0,1.0,2023-03-12,1900-01-01 17:02:00,Credit card,5.0,0.48,19.0,9.12,Greater Houston
5441,5442,WALM040,Edinburg,Fashion accessories,60.0,2.0,2022-11-16,1900-01-01 16:16:00,Credit card,3.0,0.48,120.0,57.6,
5442,5443,WALM085,Kerrville,Home and lifestyle,35.0,2.0,2021-11-16,1900-01-01 16:43:00,Credit card,4.0,0.33,70.0,23.1,Central Texas
5443,5444,WALM057,Euless,Fashion accessories,81.0,2.0,2021-12-16,1900-01-01 16:48:00,Credit card,3.0,0.33,162.0,53.46,DFW Metroplex
5444,5445,WALM012,Garland,Home and lifestyle,44.0,1.0,2020-11-28,1900-01-01 16:55:00,Credit card,6.0,0.48,44.0,21.12,DFW Metroplex
5445,5446,WALM062,Galveston,Fashion accessories,43.0,1.0,2020-12-29,1900-01-01 17:35:00,Credit card,3.0,0.33,43.0,14.19,Greater Houston
5446,5447,WALM066,Grapevine,Home and lifestyle,40.0,1.0,2020-11-24,1900-01-01 20:49:00,Credit card,5.0,0.33,40.0,13.2,DFW Metroplex
5447,5448,WALM096,Eagle Pass,Fashion accessories,42.0,3.0,2022-11-30,1900-01-01 16:20:00,Credit card,5.0,0.18,126.0,22.68,South Texas
5448,5449,WALM039,Longview,Home and lifestyle,47.0,2.0,2021-12-21,1900-01-01 16:08:00,Credit card,4.0,0.48,94.0,45.12,East Texas
5449,5450,WALM097,Alice,Fashion accessories,59.0,3.0,2022-11-17,1900-01-01 15:20:00,Credit card,6.0,0.18,177.0,31.86,South Texas
5450,5451,WALM001,Houston,Home and lifestyle,80.0,3.0,2020-12-18,1900-01-01 15:53:00,Credit card,3.0,0.36,240.0,86.4,Greater Houston
5451,5452,WALM017,McKinney,Fashion accessories,59.0,3.0,2021-06-12,1900-01-01 16:15:00,Credit card,5.0,0.48,177.0,84.96,DFW Metroplex
5452,5453,WALM066,Grapevine,Home and lifestyle,73.0,3.0,2021-12-13,1900-01-01 15:15:00,Credit card,5.0,0.33,219.0,72.27,DFW Metroplex
5453,5454,WALM052,Mansfield,Fashion accessories,20.0,3.0,2020-12-12,1900-01-01 16:55:00,Credit card,4.0,0.57,60.0,34.2,DFW Metroplex
5454,5455,WALM070,Hurst,Home and lifestyle,22.0,3.0,2020-05-11,1900-01-01 17:50:00,Credit card,7.0,0.33,66.0,21.78,DFW Metroplex
5455,5456,WALM041,Mission,Fashion accessories,31.0,3.0,2020-12-11,1900-01-01 15:55:00,Ewallet,4.0,0.48,93.0,44.64,South Texas
5456,5457,WALM068,Burleson,Home and lifestyle,45.0,1.0,2020-12-20,1900-01-01 19:49:00,Credit card,7.0,0.33,45.0,14.85,DFW Metroplex
5457,5458,WALM068,Burleson,Fashion accessories,42.0,2.0,2021-12-18,1900-01-01 18:51:00,Credit card,3.0,0.33,84.0,27.72,DFW Metroplex
5458,5459,WALM047,Flower Mound,Home and lifestyle,58.0,3.0,2022-12-23,1900-01-01 15:52:00,Credit card,5.0,0.48,174.0,83.52,DFW Metroplex
5459,5460,WALM002,Dallas,Fashion accessories,56.0,2.0,2021-04-12,1900-01-01 18:57:00,Credit card,7.0,0.36,112.0,40.32,DFW Metroplex
5460,5461,WALM009,Plano,Home and lifestyle,84.0,3.0,2021-01-11,1900-01-01 15:53:00,Credit card,4.0,0.48,252.0,120.96,DFW Metroplex
5461,5462,WALM042,Bryan,Fashion accessories,84.0,1.0,2022-12-30,1900-01-01 17:31:00,Credit card,7.0,0.48,84.0,40.32,Central Texas
5462,5463,WALM081,Friendswood,Home and lifestyle,24.0,3.0,2023-12-27,1900-01-01 17:01:00,Credit card,4.0,0.33,72.0,23.76,Greater Houston
5463,5464,WALM043,Baytown,Fashion accessories,27.0,2.0,2021-12-17,1900-01-01 16:44:00,Credit card,4.0,0.48,54.0,25.92,Greater Houston
5464,5465,WALM094,Alamo,Home and lifestyle,15.0,2.0,2023-11-28,1900-01-01 15:42:00,Credit card,4.0,0.33,30.0,9.9,South Texas
5465,5466,WALM031,Lewisville,Fashion accessories,36.0,1.0,2020-01-11,1900-01-01 15:24:00,Credit card,6.0,0.48,36.0,17.28,DFW Metroplex
5466,5467,WALM097,Alice,Home and lifestyle,36.0,3.0,2020-06-11,1900-01-01 17:29:00,Credit card,5.0,0.18,108.0,19.44,South Texas
5467,5468,WALM077,Coppell,Fashion accessories,21.0,3.0,2023-09-12,1900-01-01 15:03:00,Credit card,6.0,0.33,63.0,20.79,DFW Metroplex
5468,5469,WALM078,Del Rio,Home and lifestyle,22.0,3.0,2022-02-12,1900-01-01 15:01:00,Credit card,5.0,0.33,66.0,21.78,South Texas
5469,5470,WALM001,Houston,Fashion accessories,70.0,1.0,2020-12-26,1900-01-01 19:47:00,Credit card,7.0,0.36,70.0,25.2,Greater Houston
5470,5471,WALM036,Allen,Home and lifestyle,61.0,2.0,2021-04-11,1900-01-01 18:54:00,Credit card,6.0,0.48,122.0,58.56,DFW Metroplex
5471,5472,WALM008,Corpus Christi,Fashion accessories,83.0,2.0,2023-04-12,1900-01-01 19:37:00,Credit card,6.0,0.48,166.0,79.68,
5472,5473,WALM037,League City,Home and lifestyle,68.0,3.0,2023-08-11,1900-01-01 20:26:00,Credit card,3.0,0.48,204.0,97.92,Greater Houston
5473,5474,WALM059,Pflugerville,Fashion accessories,55.0,1.0,2020-02-12,1900-01-01 18:11:00,Credit card,7.0,0.33,55.0,18.15,Central Texas
5474,5475,WALM040,Edinburg,Home and lifestyle,19.0,2.0,2020-11-18,1900-01-01 16:49:00,Credit card,3.0,0.48,38.0,18.24,
5475,5476,WALM039,Longview,Fashion accessories,60.0,1.0,2022-11-29,1900-01-01 15:25:00,Credit card,6.0,0.48,60.0,28.8,East Texas
5476,5477,WALM051,New Braunfels,Home and lifestyle,43.0,1.0,2020-10-12,1900-01-01 17:57:00,Credit card,3.0,0.48,43.0,20.64,Central Texas
